Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,,,,,solar,wind,water
2017,1,1,0,30,3.9,0,0,0,7,3.9,0,0,0,0,304,100,158.02,0.12,1014,1.8,82,0.6,,A1,60,,0,55.0252439654886,236609.729255564
2017,1,1,1,30,0.6,0,0,0,0,-1.3,0,0,0,0,274,87.31,153.62,0.13,1025,0.6,6,0.7,,A2,750,,0,574.118594111071,236408.940799602
2017,1,1,2,30,0.3,0,0,0,0,-1.3,0,0,0,0,275,88.86,145.31,0.13,1024,0.6,172,0.7,,A3,5000,,0,1147.116956819,236414.335312868
2017,1,1,3,30,0,0,0,0,0,-1.3,0,0,0,0,276,90.91,135.35,0.13,1024,0.6,338,0.6,,Cp,0.75,,0,#DIV/0!,236419.730072329
2017,1,1,4,30,-0.1,0,0,0,0,-1.2,0,0,0,0,277,92.06,124.81,0.13,1023,0.7,329,0.6,,R,287.0500676,,0,-2165.03171448826,236466.971856195
2017,1,1,5,30,-0.1,0,0,0,0,-1.1,0,0,0,0,277,93.17,114.22,0.13,1023,0.7,302,0.5,,Wp,180,,0,-1252.91187181034,236466.971856195
2017,1,1,6,30,0,0,0,0,0,-0.9,0,0,1,0,276,93.81,103.91,0.13,1023,0.7,262,0.5,,Ct,0.0038,,0,#DIV/0!,236465.429855162
2017,1,1,7,30,0.3,0,0,0,0,-0.7,0,0,0,0,275,93.22,94.18,0.13,1023,0.7,242,0.5,,K,118370,,0,417.637290603446,236460.803972726
2017,1,1,8,30,2,29,305,55,4,-0.3,16,0,3,16,274,84.87,85.19,0.13,1023,0.7,247,0.7,,,,,16526.87712,171.899508812378,236434.594057219
2017,1,1,9,30,4.1,57,580,179,1,0.8,57,580,0,179,273,79.19,77.78,0.13,1023,0.7,251,0.8,,,,,184200.22566,125.168951876467,236402.225123569
2017,1,1,10,30,6,68,717,289,0,0.9,68,717,0,289,273,69.66,72.09,0.13,1022,0.7,258,1,,,,,296381.81718,166.891617203019,236372.946581523
2017,1,1,11,30,7.7,75,766,354,0,1.2,75,766,0,354,274,63.36,68.64,0.13,1021,0.8,271,1.1,,,,,361930.68324,172.921084267919,236395.840161153
2017,1,1,12,30,8.8,76,777,369,0,1.4,76,777,0,369,275,59.78,67.83,0.13,1021,0.8,278,1.2,,,,,376517.11302,196.436273037636,236381.008162903
2017,1,1,13,30,9.1,73,749,332,0,2,73,749,0,332,276,61.01,69.73,0.13,1020,0.8,281,1,,,,,338579.42328,109.823089533825,236376.963395481
2017,1,1,14,30,8.4,63,668,246,0,3.5,63,668,0,246,277,71.09,74.14,0.13,1019,0.9,284,0.6,,,,,251193.1338,25.6734082421396,236425.637963957
2017,1,1,15,30,7,46,504,128,0,2.7,46,504,0,128,278,74.18,80.6,0.13,1019,0.9,241,0.4,,,,,131033.06496,9.12832293053853,236442.424073613
2017,1,1,16,30,5.6,12,128,16,0,1.1,12,128,0,16,0.28,72.77,88.44,0.13,1019,1,183,0.6,,,,,16420.50144,38.5101123632094,236487.261334067
2017,1,1,17,30,4.2,0,0,0,0,1.2,0,0,0,0,281,80.66,98.01,0.13,1019,1,176,1,,,,,0,237.716742982774,236502.376602133
2017,1,1,18,30,3.2,0,0,0,0,1.4,0,0,0,0,0.282,88.28,108.01,0.13,1019,1,191,1.1,,,,,0,415.27629269447,236513.174405218
2017,1,1,19,30,2.5,0,0,0,0,1.8,0,0,0,0,281,95.43,118.47,0.13,1019,1.1,209,1.2,,,,,0,690.101213548713,236540.649991296
2017,1,1,20,30,2.2,0,0,0,0,2.2,0,0,0,0,278,100,129.08,0.13,1019,1.1,230,1.1,,,,,0,604.038243919229,236543.595702092
2017,1,1,21,30,2.2,0,0,0,0,2.2,0,0,0,0,275,100,139.46,0.13,1019,1.2,251,1,,,,,0,453.822872967114,236559.950279177
2017,1,1,22,30,2.3,0,0,0,0,2.3,0,0,0,0,271,100,148.92,0.13,1019,1.2,270,0.9,,,,,0,316.452662462895,236559.050068626
2017,1,1,23,30,2.4,0,0,0,0,2.4,0,0,0,0,266,100,155.97,0.13,1019,1.2,283,0.9,,,,,0,303.267134860274,236558.149864927
2017,1,2,0,30,2.5,0,0,0,0,2.5,0,0,0,0,264,100,157.93,0.13,1019,1.2,288,0.8,,,,,0,204.474433644063,236557.249668079
2017,1,2,1,30,2.7,0,0,0,1,2.7,0,0,0,0,261,100,153.6,0.13,1019,1.2,267,0.8,,,,,0,189.328179300058,236555.449294937
2017,1,2,2,30,2.7,0,0,0,0,2.7,0,0,0,0,261,100,145.32,0.13,1018,1.2,252,0.9,,,,,0,269.306242100324,236555.449294937
2017,1,2,3,30,2.6,0,0,0,4,2.6,0,0,0,0,262,100,135.38,0.13,1018,1.2,249,1.1,,,,,0,510.607704039219,236556.349478083
2017,1,2,4,30,2.5,0,0,0,0,2.5,0,0,0,0,264,100,124.84,0.13,1018,1.2,252,1.1,,,,,0,531.032012200788,236557.249668079
2017,1,2,5,30,2.4,0,0,0,0,2.4,0,0,0,0,267,100,114.25,0.13,1017,1.2,258,1.1,,,,,0,552.614968492347,236558.149864927
2017,1,2,6,30,2.3,0,0,0,1,2.3,0,0,0,0,271,100,103.93,0.13,1017,1.1,264,1.1,,,,,0,576.641706252884,236542.613790342
2017,1,2,7,30,2.6,0,0,0,0,2.6,0,0,0,0,274,100,94.19,0.13,1017,1.1,271,1,,,,,0,383.250281564362,236539.668104001
2017,1,2,8,30,4.2,29,297,54,0,3.4,29,297,0,54,277,94.36,85.18,0.13,1017,1.1,283,0.8,,,,,55558.81044,121.472089242495,236523.959015835
2017,1,2,9,30,6,56,576,178,0,4.3,56,576,0,178,279,88.6,77.76,0.13,1017,1.1,292,0.7,,,,,182546.58636,56.9637668498497,236506.288785536
2017,1,2,10,30,7.6,83,634,278,0,5,83,634,0,278,281,83.59,72.04,0.13,1017,1.1,279,1.1,,,,,284279.39172,174.509990050215,236490.58413049
2017,1,2,11,30,8.9,90,690,342,4,5.8,25,0,0,25,0.284,80.82,68.57,0.13,1016,1.2,267,1.7,,,,,25504.6725,549.522327819562,236499.651316858
2017,1,2,12,30,9.7,93,699,358,0,6.2,93,699,0,358,0.286,79.01,67.73,0.13,1015,1.2,268,2,,,,,364697.98668,820.198881325388,236492.453495074
2017,1,2,13,30,9.9,97,634,318,3,6.5,127,11,0,131,289,79.4,69.62,0.13,1015,1.2,273,1.8,,,,,133402.5531,585.845691870325,236490.654108086
2017,1,2,14,30,9.1,84,551,235,4,6.9,16,0,0,16,292,86.17,74.02,0.13,1014,1.3,283,1.1,,,,,16317.08064,145.314681980288,236516.461015265
2017,1,2,15,30,7.8,58,392,123,7,7,57,0,3,57,295,94.46,80.47,0.13,1014,1.3,292,0.6,,,,,58266.44766,27.5126219827443,236527.2601045
2017,1,2,16,30,6.7,14,57,16,4,5.8,2,0,3,2,297,94.07,88.31,0.13,1014,1.3,272,0.5,,,,,2048.49972,18.5356595033,236536.398565668
2017,1,2,17,30,6.1,0,0,0,0,5.5,0,0,0,0,299,96.01,97.87,0.13,1014,1.3,191,0.5,,,,,0,20.3588391265754,236541.38347849
2017,1,2,18,30,5.6,0,0,0,7,5.4,0,0,0,0,299,98.3,107.87,0.13,1013,1.3,125,0.6,,,,,0,38.2833599842308,236545.537733011
2017,1,2,19,30,5.3,0,0,0,6,5.2,0,0,0,0,299,99.48,118.33,0.13,1013,1.4,96,0.8,,,,,0,95.8822936292684,236561.732147833
2017,1,2,20,30,5,0,0,0,6,5,0,0,0,0,304,100,128.94,0.13,1013,1.4,59,1,,,,,0,198.506311029345,236564.047041297
2017,1,2,21,30,4.4,0,0,0,6,4.4,0,0,0,0,316,100,139.32,0.13,1013,1.5,39,1.4,,,,,0,618.978769846048,236580.090785037
2017,1,2,22,30,4,0,0,0,6,4,0,0,0,0,326,100,148.78,0.13,1013,1.5,37,1.9,,,,,0,1701.94348418784,236582.971995388
2017,1,2,23,30,3.7,0,0,0,6,3.7,0,0,0,0,331,100,155.85,0.13,1014,1.5,41,2.1,,,,,0,2486.73205583223,236585.132949206
2017,1,3,0,30,3.5,0,0,0,6,3.2,0,0,0,0,333,98.06,157.85,0.13,1013,1.5,44,2.2,,,,,0,3019.56457120066,236586.573607016
2017,1,3,1,30,3,0,0,0,7,2.8,0,0,0,0,335,98.45,153.57,0.13,1014,1.5,48,2.1,,,,X,0,3066.96953552642,236590.175328304
2017,1,3,2,30,2.9,0,0,0,7,2.5,0,0,0,0,333,96.88,145.33,0.13,1014,1.5,50,2.2,,,,,0,3647.89960281552,236590.895685721
2017,1,3,3,30,2.9,0,0,0,7,2.3,0,0,0,0,332,95.83,135.39,0.13,1014,1.4,51,2.2,,,,,0,3647.89960281552,236580.252564174
2017,1,3,4,30,2.9,0,0,0,7,2.4,0,0,0,0,333,96.39,124.86,0.13,1015,1.4,57,2.1,,,,,0,3175.85602791197,236580.252564174
2017,1,3,5,30,3.3,0,0,0,4,2.6,0,0,0,0,328,95.06,114.27,0.13,1015,1.3,66,2.5,,,,,0,4708.764884503,236564.649183385
2017,1,3,6,30,3.9,0,0,0,4,3,0,0,0,0,313,94.1,103.94,0.13,1016,1.2,75,3,,,,,0,6891.72187733437,236544.647631548
2017,1,3,7,30,4.3,0,0,0,4,3,0,0,0,0,295,91.02,94.19,0.13,1017,1.1,81,3.1,,,,,0,6903.54971139958,236522.977267104
2017,1,3,8,30,5.2,34,193,51,4,2.9,4,0,3,4,0.282,84.86,85.17,0.13,1018,1,83,3.5,,,,,4108.08024,8224.00650288561,236491.579784931
2017,1,3,9,30,6.5,65,520,175,4,3.2,12,0,3,12,275,79.65,77.73,0.13,1019,0.9,84,4.1,,,,,12295.43064,10586.3750309364,236448.419690452
2017,1,3,10,30,7.5,74,698,289,2,3,21,0,3,21,274,73.22,71.99,0.13,1020,0.8,87,4.8,,,,,21478.22082,14736.6068761727,236398.537088085
2017,1,3,11,30,8.2,75,778,360,2,1.4,153,171,0,216,274,62.17,68.49,0.13,1020,0.8,86,5.1,,,,,220639.60656,16167.0851356997,236389.098113034
2017,1,3,12,30,8.5,71,818,383,2,-0.1,161,136,3,213,273,54.9,67.63,0.13,1020,0.7,83,4.7,,,,,217457.15706,12207.0211628823,236334.433231544
2017,1,3,13,30,8.3,67,799,347,1,-0.7,67,799,0,347,273,53,69.5,0.13,1020,0.7,79,4,,,,,354389.35806,7706.14064391561,236337.513837684
2017,1,3,14,30,7.5,57,741,263,0,-0.8,57,741,0,263,275,55.72,73.89,0.13,1020,0.7,76,2.6,,,,,268989.14646,2342.03742093109,236349.837065399
2017,1,3,15,30,5.3,42,602,144,0,0.9,42,602,0,144,277,73.39,80.33,0.13,1020,0.6,72,1.4,,,,,147864.29472,517.42008960291,236324.458887715
2017,1,3,16,30,3.5,15,225,22,0,0,15,225,0,22,278,77.63,88.18,0.13,1020,0.6,68,1.1,,,,,22663.51164,380.053783640754,236356.806527417
2017,1,3,17,30,3.3,0,0,0,0,-1.3,0,0,0,0,279,72.06,97.73,0.13,1020,0.6,60,0.9,,,,,0,220.774361714679,236360.401256242
2017,1,3,18,30,3.3,0,0,0,0,-1.5,0,0,0,0,0.28,70.52,107.73,0.13,1020,0.6,42,0.7,,,,,0,103.876002836948,236360.401256242
2017,1,3,19,30,3.2,0,0,0,0,-1.7,0,0,0,0,0.28,70.48,118.18,0.13,1020,0.6,169,0.5,,,,,0,39.0386763577268,236362.198661659
2017,1,3,20,30,2.8,0,0,0,0,-1.7,0,0,0,0,0.28,72.22,128.8,0.13,1020,0.6,297,0.7,,,,,0,122.425289057831,236369.388556702
2017,1,3,21,30,2,0,0,0,0,-1.7,0,0,0,0,281,76.29,139.18,0.13,1020,0.7,284,0.9,,,,,0,364.27769682922,236434.594057219
2017,1,3,22,30,1.1,0,0,0,0,-1.8,0,0,0,0,0.283,81.27,148.64,0.13,1020,0.7,279,1.2,,,,,0,1569.95101663772,236448.469171018
2017,1,3,23,30,0.1,0,0,0,0,-1.8,0,0,0,0,0.283,87.17,155.71,0.13,1019,0.7,274,1.3,,,,,0,21935.0747419925,236463.88787424
2017,1,4,0,30,-0.4,0,0,0,0,-1.8,0,0,0,0,0.283,90.24,157.76,0.13,1019,0.7,271,1.3,,,,X,0,-5483.76868549813,236471.597979961
2017,1,4,1,30,-1.1,0,0,0,0,-1.9,0,0,0,0,0.282,94.52,153.53,0.13,1018,0.8,265,1.4,,,,,0,-2488.1357856003,236514.563187666
2017,1,4,2,30,-1.3,0,0,0,0,-2,0,0,0,0,281,95.07,145.32,0.13,1017,0.8,262,1.5,,,,,0,-2586.93940055945,236517.262824201
2017,1,4,3,30,-1.4,0,0,0,0,-2.2,0,0,0,0,0.28,94.15,135.4,0.13,1016,0.8,261,1.6,,,,,0,-2912.46354384366,236518.61266558
2017,1,4,4,30,-1.4,0,0,0,0,-2.6,0,0,0,0,0.28,91.58,124.88,0.13,1016,0.9,259,1.7,,,,,0,-3493.39194113864,236543.190808732
2017,1,4,5,30,-1.4,0,0,0,0,-3.1,0,0,0,0,0.282,87.99,114.28,0.13,1015,0.9,258,1.9,,,,,0,-4872.2962528576,236543.190808732
2017,1,4,6,30,-1.3,0,0,0,1,-3.7,0,0,0,0,0.285,83.6,103.95,0.13,1014,0.9,257,2.2,,,,,0,-8137.62219089615,236541.990699585
2017,1,4,7,30,-0.5,0,0,0,7,-4.3,0,0,0,0,289,75.67,94.19,0.13,1014,0.9,257,2.6,,,,,0,-34923.910953296,236532.390264789
2017,1,4,8,30,1.6,29,311,56,0,-4.1,29,311,0,56,292,65.71,85.15,0.13,1013,0.9,254,3.4,,,,,57885.43824,24381.5376521793,236507.192830808
2017,1,4,9,30,3.8,54,591,180,4,-3.8,50,0,3,50,298,57.78,77.69,0.13,1012,1,252,3.9,,,,,51480.279,15478.3839225816,236506.695605053
2017,1,4,10,30,5.8,64,729,290,4,-2.5,84,0,0,84,304,55.2,71.93,0.13,1011,1,252,4,,,,,86176.60632,10930.4492875742,236485.102167777
2017,1,4,11,30,7.8,67,795,360,0,-1,67,795,0,360,0.31,53.86,68.41,0.13,1010,1,255,4.3,,,,,367998.6168,10087.1160071128,236463.512673172
2017,1,4,12,30,9.3,67,812,378,4,0.4,155,250,0,251,316,53.61,67.52,0.13,1008,1,257,4.4,,,,,255881.49318,9046.28968119473,236447.323138945
2017,1,4,13,30,9.9,63,794,342,1,1.8,63,794,0,342,323,56.95,69.38,0.13,1007,1,259,3.6,,,,,348272.3142,4649.82551104171,236440.847945953
2017,1,4,14,30,8.9,56,723,258,1,3.4,56,723,0,258,0.33,68.35,73.75,0.13,1006,1,258,2.2,,,,,263208.2202,1179.26360184983,236451.640131311
2017,1,4,15,30,6.7,42,564,139,4,4.5,64,87,3,78,335,85.67,80.19,0.13,1005,1,257,1.5,,,,,79891.48908,496.020829015823,236475.386407364
2017,1,4,16,30,5.2,14,178,20,1,3.4,14,178,0,20,338,88.2,88.05,0.13,1005,1.1,263,1.4,,,,,20540.4012,519.615027765818,236514.141895261
2017,1,4,17,30,4.7,0,0,0,8,3.6,0,0,0,0,0.34,92.82,97.58,0.13,1005,1.2,282,1,,,,,0,209.509191767125,236537.447070637
2017,1,4,18,30,4,0,0,0,7,3.8,0,0,0,0,342,98.33,107.58,0.13,1005,1.2,326,0.8,,,,,0,126.040729767102,236543.74753746
2017,1,4,19,30,2.9,0,0,0,7,2.9,0,0,0,0,0.344,100,118.04,0.13,1006,1.1,199,1.1,,,,,0,452.389916226875,236536.722491025
2017,1,4,20,30,1.5,0,0,0,0,1.5,0,0,0,0,0.346,100,128.65,0.13,1006,1,44,1.4,,,,,0,1803.12446649986,236531.532933449
2017,1,4,21,30,0.3,0,0,0,0,0.3,0,0,0,0,0.349,100,139.03,0.13,1007,0.9,44,1.5,,,,,0,11099.8438848652,236522.790609259
2017,1,4,22,30,-0.2,0,0,0,0,-0.2,0,0,0,0,352,100,148.49,0.13,1007,0.8,40,1.4,,,,,0,-13536.8762755867,236502.415585863
2017,1,4,23,30,-0.4,0,0,0,7,-0.4,0,0,0,0,356,100,155.57,0.13,1007,0.7,34,1.2,,,,,0,-4262.34005178824,236471.597979961
2017,1,5,0,30,-0.4,0,0,0,7,-1,0,0,0,0,358,95.83,157.66,0.13,1007,0.6,30,1.1,,,,,0,-3283.08715794568,236426.923467944
2017,1,5,1,30,-0.4,0,0,0,7,-1.4,0,0,0,0,362,93.29,153.49,0.14,1007,0.6,318,0.8,,,,,0,-1262.91557090022,236426.923467944
2017,1,5,2,30,-0.8,0,0,0,0,-1.7,0,0,0,0,364,93.6,145.31,0.14,1007,0.6,292,0.8,,,,,0,-631.457785450109,236434.11730131
2017,1,5,3,30,-1.1,0,0,0,0,-2.1,0,0,0,0,365,92.93,135.41,0.14,1007,0.6,293,0.9,,,,,0,-653.881712490241,236439.512963633
2017,1,5,4,30,-1,0,0,0,0,-2.4,0,0,0,0,366,90.02,124.89,0.14,1007,0.6,306,1.1,,,,,0,-1313.23486317827,236437.714382162
2017,1,5,5,30,-0.2,0,0,0,0,-2.8,0,0,0,0,365,82.53,114.29,0.14,1008,0.6,323,1.4,,,,,0,-13550.3190524244,236423.32671542
2017,1,5,6,30,0.6,0,0,0,0,-3,0,0,0,0,364,76.64,103.95,0.14,1009,0.6,343,1.9,,,,,0,11301.4871704214,236408.940799602
2017,1,5,7,30,1.7,0,0,0,0,-3.4,0,0,0,0,362,68.97,94.17,0.14,1010,0.5,184,2.9,,,,,0,14197.1549964916,236319.120372998
2017,1,5,8,30,3.3,29,369,60,0,-4.2,29,369,0,60,362,58.08,85.13,0.14,1012,0.4,19,4.2,,,,,61831.7388,22261.2384432687,236171.058016961
2017,1,5,9,30,4.4,51,688,198,4,-5.1,78,19,3,82,364,50.23,77.64,0.14,1013,0.3,24,4.3,,,,,84336.795,17934.8196261478,235942.608360784
2017,1,5,10,30,5.5,58,825,315,0,-5.2,58,825,0,315,367,46.05,71.86,0.14,1014,0.3,20,3.6,,,,,323336.7963,8427.86645755048,235903.21198987
2017,1,5,11,30,6.6,61,878,386,1,-5.9,61,878,0,386,369,40.57,68.32,0.14,1014,0.3,11,3.4,,,,,395431.73244,5916.51061756194,235863.828773129
2017,1,5,12,30,7.3,62,892,405,0,-7.8,62,892,0,405,368,33.39,67.41,0.14,1013,0.3,8,3.5,,,,,414372.4209,5829.42334615284,235838.773571965
2017,1,5,13,30,7.2,65,848,365,0,-8.4,65,848,0,365,364,31.98,69.24,0.14,1013,0.3,13,3.1,,,,,373514.1579,4106.73716102445,235842.352560508
2017,1,5,14,30,5.9,60,756,273,0,-6.7,60,756,0,273,357,39.89,73.6,0.14,1014,0.4,25,2.4,,,,,280023.5529,2327.84760911627,236101.092735476
2017,1,5,15,30,3.7,46,593,149,0,-4,46,593,0,149,0.35,57.17,80.04,0.14,1015,0.4,36,2.1,,,,,153438.74874,2489.18445430939,236160.291428623
2017,1,5,16,30,2.3,16,217,24,4,-4.7,9,0,3,9,0.345,59.69,87.9,0.14,1015,0.4,39,2.7,,,,,9291.38202,8510.68225200749,236197.978783238
2017,1,5,17,30,2.1,0,0,0,7,-5.9,0,0,0,0,0.344,55.3,97.43,0.14,1016,0.3,36,3.6,,,,,0,22116.5200360628,236025.025126386
2017,1,5,18,30,1.8,0,0,0,0,-6.9,0,0,0,0,343,52.37,107.42,0.14,1018,0.3,32,4.2,,,,,0,41054.240462405,236035.779384347
2017,1,5,19,30,1,0,0,0,0,-7.4,0,0,0,0,342,53.63,117.88,0.14,1019,0.3,32,4,,,,,0,63898.2605137697,236064.462197345
2017,1,5,20,30,0.1,0,0,0,0,-7.5,0,0,0,0,341,56.83,128.5,0.14,1020,0.3,38,3.5,,,,,0,428488.511702409,236096.738695641
2017,1,5,21,30,-0.7,0,0,0,0,-7.4,0,0,0,0,339,60.41,138.87,0.14,1021,0.3,48,3.1,,,,,0,-42574.3142266577,236125.436326872
2017,1,5,22,30,-1.3,0,0,0,0,-7.3,0,0,0,0,335,63.58,148.34,0.14,1022,0.3,58,2.9,,,,,0,-18786.0907013743,236146.964128983
2017,1,5,23,30,-1.9,0,0,0,0,-7.2,0,0,0,0,331,67.17,155.43,0.14,1022,0.3,64,2.6,,,,,0,-9263.01178092716,236168.495856876
2017,1,6,0,30,-2.2,0,0,0,0,-7,0,0,0,0,328,69.47,157.55,0.14,1022,0.3,67,2.4,,,,,0,-6292.11740785784,236179.263193326
2017,1,6,1,30,-2.6,0,0,0,0,-7,0,0,0,0,319,71.87,153.43,0.14,1023,0.3,65,2,,,,,0,-3084.09076137929,236193.62116927
2017,1,6,2,30,-2.7,0,0,0,1,-6.9,0,0,0,0,316,72.66,145.29,0.14,1024,0.3,60,1.9,,,,,0,-2548.77719689716,236197.210936029
2017,1,6,3,30,-2.7,0,0,0,0,-6.9,0,0,0,0,315,72.96,135.41,0.14,1024,0.3,57,1.9,,,,,0,-2548.77719689716,236197.210936029
2017,1,6,4,30,-2.6,0,0,0,0,-6.8,0,0,0,0,316,72.72,124.89,0.14,1024,0.3,57,2,,,,,0,-3087.10551285669,236193.62116927
2017,1,6,5,30,-2.5,0,0,0,0,-6.8,0,0,0,0,0.32,72.32,114.29,0.14,1025,0.3,61,2.1,,,,,0,-3720.28848983974,236190.031511625
2017,1,6,6,30,-2.4,0,0,0,1,-6.9,0,0,0,0,324,71.43,103.94,0.14,1025,0.3,67,2.4,,,,,0,-5784.70513483342,236186.44196309
2017,1,6,7,30,-1.8,0,0,0,0,-7.1,0,0,0,0,327,67.2,94.16,0.14,1026,0.3,73,2.8,,,,,0,-12259.8124760031,236164.906962891
2017,1,6,8,30,-0.2,28,424,65,0,-7,28,424,0,65,0.33,60.01,85.09,0.14,1027,0.3,77,3.6,,,,,67404.5307,-234737.690756774,236107.499489867
2017,1,6,9,30,1.5,50,699,200,0,-7,50,699,0,200,331,53.18,77.59,0.14,1028,0.3,79,4.2,,,,,206770.644,49749.028521044,236046.534622369
2017,1,6,10,30,2.7,60,816,316,0,-8.3,60,816,0,316,331,44.22,71.78,0.14,1028,0.3,78,4.5,,,,,325997.31096,33993.9608152177,236003.519550108
2017,1,6,11,30,3.3,65,869,388,0,-9.8,65,869,0,388,0.33,37.54,68.21,0.14,1028,0.3,75,4.4,,,,,399845.24424,25999.92420277,235982.017892462
2017,1,6,12,30,3.3,65,884,407,0,-10.5,65,884,0,407,328,35.69,67.28,0.14,1027,0.3,74,4.1,,,,,419425.29486,21015.6560261146,235982.017892462
2017,1,6,13,30,3,64,855,369,0,-10.8,64,855,0,369,326,35.63,69.1,0.14,1027,0.3,77,3.7,,,,,380469.63438,16989.8380342691,235992.768231523
2017,1,6,14,30,2,57,790,282,0,-10.7,57,790,0,282,326,38.5,73.45,0.14,1027,0.3,89,2.8,,,,,291286.20924,11044.5854498729,236028.609770153
2017,1,6,15,30,-0.7,43,648,157,0,-8.1,43,648,0,157,328,57.38,79.88,0.14,1027,0.3,104,1.8,,,,,162952.84026,-8383.48895559909,236125.436326872
2017,1,6,16,30,-3,17,283,28,0,-8.2,17,283,0,28,0.33,67.39,87.74,0.14,1027,0.3,114,1.6,,,,,29180.58696,-1373.86485673832,236207.98089104
2017,1,6,17,30,-3.5,0,0,0,0,-8.9,0,0,0,0,333,66.45,97.27,0.14,1027,0.3,116,1.6,,,,,0,-1177.59844863285,236225.932998806
2017,1,6,18,30,-3.4,0,0,0,0,-8.8,0,0,0,0,335,66.49,107.27,0.14,1028,0.3,112,1.6,,,,,0,-1213.41406099461,236222.342358955
2017,1,6,19,30,-3.3,0,0,0,0,-8.6,0,0,0,0,337,67,117.73,0.14,1028,0.3,103,1.7,,,,,0,-1499.54953522033,236218.751828257
2017,1,6,20,30,-3.2,0,0,0,0,-8.3,0,0,0,0,339,67.85,128.34,0.14,1028,0.3,95,1.9,,,,,0,-2158.93127066276,236215.161406709
2017,1,6,21,30,-3.2,0,0,0,0,-8.1,0,0,0,0,0.34,68.87,138.71,0.14,1028,0.3,90,2.2,,,,,0,-3351.55272926332,236215.161406709
2017,1,6,22,30,-3.4,0,0,0,1,-8,0,0,0,0,0.34,70.31,148.18,0.14,1029,0.3,87,2.3,,,,,0,-3607.90292171849,236222.342358955
2017,1,6,23,30,-3.6,0,0,0,1,-8,0,0,0,0,339,71.39,155.28,0.14,1029,0.3,85,2.3,,,,,0,-3407.46387051191,236229.523747816
2017,1,7,0,30,-3.7,0,0,0,0,-8.1,0,0,0,0,339,71.65,157.44,0.14,1029,0.3,85,2.2,,,,,0,-2901.45988719062,236233.11460599
2017,1,7,1,30,-4,0,0,0,1,-8.1,0,0,0,0,338,73.33,153.37,0.13,1029,0.3,84,1.8,,,,,0,-1469.96764720497,236243.887835545
2017,1,7,2,30,-4,0,0,0,1,-8,0,0,0,0,337,73.93,145.27,0.13,1029,0.3,82,1.6,,,,,0,-1032.4052611371,236243.887835545
2017,1,7,3,30,-4,0,0,0,0,-7.9,0,0,0,0,335,74.5,135.4,0.13,1029,0.3,81,1.4,,,,,0,-691.63086830083,236243.887835545
2017,1,7,4,30,-4,0,0,0,1,-7.8,0,0,0,0,333,74.97,124.89,0.13,1029,0.3,81,1.3,,,,,0,-553.758388358937,236243.887835545
2017,1,7,5,30,-3.8,0,0,0,1,-7.7,0,0,0,0,328,74.22,114.28,0.13,1029,0.3,82,1.2,,,,,0,-458.469441623383,236236.705573333
2017,1,7,6,30,-3.5,0,0,0,1,-7.7,0,0,0,0,321,72.67,103.93,0.13,1029,0.3,83,1.1,,,,,0,-383.407199378761,236225.932998806
2017,1,7,7,30,-2.6,0,0,0,0,-7.7,0,0,0,0,316,67.74,94.13,0.13,1029,0.3,84,1,,,,,0,-387.772408780461,236193.62116927
2017,1,7,8,30,-0.6,27,439,65,1,-6.2,27,439,0,65,316,65.91,85.05,0.13,1029,0.4,89,1.2,,,,,67452.5475,-2903.63979694809,236276.083723413
2017,1,7,9,30,1.5,49,701,200,0,-7.3,49,701,0,200,318,51.99,77.53,0.13,1029,0.4,110,1.6,,,,,206770.644,2753.0806963656,236219.519815526
2017,1,7,10,30,2.7,64,776,308,0,-8.8,64,776,0,308,317,42.58,71.69,0.13,1029,0.5,137,1.6,,,,,317744.21448,1529.48927575867,236297.561172412
2017,1,7,11,30,3.2,71,826,378,0,-9.3,71,826,0,378,316,39.41,68.11,0.13,1028,0.5,157,1.2,,,,,389609.76348,543.903373043484,236286.783047173
2017,1,7,12,30,3.3,73,826,394,0,-9.4,73,826,0,394,319,38.95,67.15,0.13,1028,0.6,176,0.9,,,,,406028.41812,222.505925335971,236360.401256242
2017,1,7,13,30,3,71,796,357,0,-9.4,71,796,0,357,0.33,39.82,68.96,0.13,1027,0.6,190,0.8,,,,,368096.63814,171.73310709229,236365.793554504
2017,1,7,14,30,2.2,64,718,270,0,-9,64,718,0,270,342,43.41,73.3,0.13,1027,0.7,186,0.6,,,,,278791.3242,98.7953243925819,236431.510919738
2017,1,7,15,30,0.6,48,564,149,0,-6,48,564,0,149,0.349,61.1,79.72,0.13,1027,0.7,165,0.6,,,,,154291.78566,362.2495227728,236456.178271276
2017,1,7,16,30,-1.1,18,196,27,1,-7.5,18,196,0,27,0.35,61.71,87.59,0.13,1027,0.7,150,0.8,,,,,28043.6823,-468.36301934261,236482.392972695
2017,1,7,17,30,-1.9,0,0,0,0,-7.7,0,0,0,0,0.348,64.5,97.11,0.13,1027,0.7,149,0.9,,,,,0,-386.081728218379,236494.731314154
2017,1,7,18,30,-2.3,0,0,0,0,-7.3,0,0,0,0,343,68.62,107.11,0.13,1027,0.8,152,1,,,,,0,-437.499423638647,236530.761931361
