Hai inserito il numero: 1
117 [ , 0, 0, 0, 0, 0, 0, 1552, 3776, 5996, 7921, 9411, 10236, 10402, 9788, 8626, 5391, 2522, 1603, 384, 0, 0, 0, 0, 0]  energia max 10402 alle ore 12
118 [ , 0, 0, 0, 0, 0, 0, 81, 857, 1304, 801, 880, 10159, 10365, 9913, 1454, 6944, 594, 1342, 340, 0, 0, 0, 0, 0]  energia max 10365 alle ore 12
119 [ , 0, 0, 0, 0, 0, 0, 1666, 4110, 6527, 8615, 10177, 11087, 11227, 10645, 9412, 7562, 5305, 2845, 639, 0, 0, 0, 0, 0]  energia max 11227 alle ore 12
120 [ , 0, 0, 0, 0, 0, 0, 1439, 3757, 6046, 8040, 9530, 8610, 10508, 9879, 7011, 5591, 4694, 2401, 443, 0, 0, 0, 0, 0]  energia max 10508 alle ore 12
121 [ , 0, 0, 0, 0, 0, 0, 738, 2328, 3961, 5377, 7028, 8728, 6969, 4949, 575, 928, 2757, 991, 149, 0, 0, 0, 0, 0]  energia max 8728 alle ore 11
122 [ , 0, 0, 0, 0, 0, 0, 125, 152, 1350, 713, 875, 791, 804, 899, 5219, 6137, 4565, 2195, 275, 0, 0, 0, 0, 0]  energia max 6137 alle ore 15
123 [ , 0, 0, 0, 0, 0, 0, 1245, 3563, 5899, 7930, 9454, 10321, 10453, 9879, 8605, 6769, 4524, 2161, 256, 0, 0, 0, 0, 0]  energia max 10453 alle ore 12
124 [ , 0, 0, 0, 0, 0, 0, 1139, 3412, 5742, 7751, 9252, 10093, 10201, 9507, 8225, 6391, 4159, 1271, 161, 0, 0, 0, 0, 0]  energia max 10201 alle ore 12
125 [ , 0, 0, 0, 0, 0, 0, 980, 3164, 5455, 7483, 9139, 9984, 10094, 9498, 8226, 6391, 4168, 1872, 122, 0, 0, 0, 0, 0]  energia max 10094 alle ore 12
126 [ , 0, 0, 0, 0, 0, 0, 616, 3206, 5498, 6116, 8916, 9766, 9874, 9218, 7946, 6116, 3930, 1681, 0, 0, 0, 0, 0, 0]  energia max 9874 alle ore 12
127 [ , 0, 0, 0, 0, 0, 0, 832, 2962, 5194, 7128, 8541, 9373, 9491, 8904, 7650, 5291, 3275, 626, 0, 0, 0, 0, 0, 0]  energia max 9491 alle ore 12
128 [ , 0, 0, 0, 0, 0, 0, 740, 2822, 5043, 7001, 8132, 8960, 9088, 8512, 7270, 5504, 3392, 1272, 0, 0, 0, 0, 0, 0]  energia max 9088 alle ore 12
129 [ , 0, 0, 0, 0, 0, 0, 687, 2791, 5020, 6950, 8335, 9142, 9213, 7556, 6162, 4239, 2510, 820, 0, 0, 0, 0, 0, 0]  energia max 9213 alle ore 12
130 [ , 0, 0, 0, 0, 0, 0, 54, 204, 392, 4688, 5761, 4981, 6543, 8495, 7211, 5398, 160, 107, 0, 0, 0, 0, 0, 0]  energia max 8495 alle ore 13
131 [ , 0, 0, 0, 0, 0, 0, 603, 2690, 4937, 6918, 8262, 9104, 9215, 8571, 7258, 5434, 3245, 1074, 0, 0, 0, 0, 0, 0]  energia max 9215 alle ore 12
132 [ , 0, 0, 0, 0, 0, 0, 356, 2556, 2929, 4553, 6399, 6699, 7271, 6923, 5035, 4068, 2347, 716, 0, 0, 0, 0, 0, 0]  energia max 7271 alle ore 12
133 [ , 0, 0, 0, 0, 0, 0, 246, 2593, 5075, 4421, 5599, 9605, 6309, 6424, 7578, 5590, 3252, 948, 0, 0, 0, 0, 0, 0]  energia max 9605 alle ore 11
134 [ , 0, 0, 0, 0, 0, 0, 552, 2868, 5347, 7503, 9064, 9916, 9990, 9220, 7766, 5717, 3296, 895, 0, 0, 0, 0, 0, 0]  energia max 9990 alle ore 12
135 [ , 0, 0, 0, 0, 0, 0, 479, 2722, 5120, 7162, 8632, 9404, 9428, 8694, 7276, 5299, 2978, 721, 0, 0, 0, 0, 0, 0]  energia max 9428 alle ore 12
136 [ , 0, 0, 0, 0, 0, 0, 366, 2455, 2599, 6854, 8314, 9117, 9123, 8410, 6986, 5013, 2714, 553, 0, 0, 0, 0, 0, 0]  energia max 9123 alle ore 12
